ID,cluster,label
933223237175,1,RP
934793460133,2,RP
935965648327,1,RP
937426679169,1,RP
937959014695,2,RP
939841669155,1,RP
941411934827,2,RP
941898944425,1,RP
943197120673,1,RP
944173446468,1,RP
945903519039,1,RP
950515999325,2,RP
951479349769,2,RP
952302704186,2,RP
957360523704,1,RP
959328834899,2,RP
960918250329,1,RP
961387049530,1,RP
961876711247,2,RP
963207341397,1,RP
964935816810,1,RP
965351854183,2,RP
965696549194,1,RP
966872552100,2,RP
967370695976,1,RP
967989340695,1,RP
969277393091,2,RP
974722218596,2,RP
977904197322,1,RP
978167083900,1,RP
978337452097,2,RP
978339260259,2,RP
979083556707,1,RP
979935211716,2,RP
980841892564,2,RP
982647579697,1,RP
986913604470,1,RP
987169196171,2,RP
989609090547,1,RP
990585347886,1,RP
991737052932,2,RP
996032197768,2,RP
996045911412,1,RP
998369588873,1,RP
999957685783,1,RP
